# MNC actor list for TABARI coding
# 
# This work was funded by US National Science Foundation grant SES-0719634
#
# This work is licensed under a Creative Commons
# Attribution-NonCommercial 3.0 Unported License.
#
# This dictionary is provided by the Computational Event Data System Project:
# http://eventdata.parusanalytics.com
#
# Last update [documentation only]: 2 October 2013

AFRICAN_COMMUNITY_PUBLISHING_AND_DEVELOPMENT_TRUST_	[MNCAFRMED]; NGO_Actors
AFRICA_CONFIDENTIAL_	[MNCAFRMED]; NGO_Actors
AFRICA_RESEARCH_BULLETIN_	[MNCAFRMED]; NGO_Actors
AIRASIA_	[MNCSEA] ;MleH 06 Jul 2009; NGO_Actors
ARCELOR_MITTAL_	[MNCLUX] ;MleH 06 Jul 2009 06 Jul 2009; NGO_Actors
ARTHUR_ANDERSEN_	[MNCUSA]; NGO_Actors
ASSOCIATES_FOR_INTERNATIONAL_RESOURCES_AND_DEVELOPMENT_	[MNCUSADEV]; NGO_Actors
BHP_BILLITON_	[MNCAUS] ;MleH 06 Jul 2009; NGO_Actors
BRAHMOS_AEROSPACE_	[MNCMIL] ;MleH 06 Jul 2009; NGO_Actors
BRITISH_GAS_INDIA_	[MNCGBR] ;MleH 06 Jul 2009; NGO_Actors
CHEVRON_	[MNC]; NGO_Actors
CHIEF_EXECUTIVE_OFFICER_OF_THE_MILLENIUM_CHALLENGE_CORPORATION_	[MNCUSA]; NGO_Actors
CHIEF_EXECUTIVE_OF_MCC_	[MNCUSA]; NGO_Actors
DAEWOO_	[MNCKOR] ;MleH 06 Jul 2009; NGO_Actors
E._SLACK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
E_SLACK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
FOREIGN_OWNED VESSEL_	[MNC] ;MleH 24 Jul 2009; NGO_Actors
GAS_AUTHORITY_OF_INDIA_	[MNCIND] ;MleH 06 Jul 2009; NGO_Actors
GRANGER_TELECOM_ [MNCGBRMED]; NGO_Actors
GRINDLAYS_	[MNCGBR]; British bank; NGO_Actors
HITACHI_	[MNCJPN]; NGO_Actors
HONDA_	[MNCJPN] ;MleH 10 Aug 2009; NGO_Actors
HUTCHISON_ESSAR_	[MNCINDMED]; NGO_Actors
HYUNDAI_	[MNCKOR] ;MleH 29 Jul 2009; NGO_Actors
INFOSYS_	[MNCINDMED]; NGO_Actors
JEUNE_AFRIQUE_	[MNCAFRMED]; but published in Paris; NGO_Actors
LENOVO_	[MNCHKG] ;MleH 06 Jul 2009; NGO_Actors
LOCKHEED_MARTIN_	[MNCUSA] ;MleH 10 Jul 2009; NGO_Actors
MNCS_	[MNC] ;MleH 10 Aug 2009; NGO_Actors
MNC_	[MNC] ;MleH 10 Aug 2009; NGO_Actors
MOODY'S_INVESTORS_SERVICE_	[MNC]; Banking; NGO_Actors
NEWMONT_CORPORATION_	[MNC]; Mining; NGO_Actors
NEWMONT_MINING_CORPORATION_	[MNC]; NGO_Actors
NOVARTIS_	[MNCCHEHLH] ;MleH 09 Jul 2009; NGO_Actors
R._BERZOK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
RELIANCE_INDUSTRIES_	[MNCIND] ;MleH 06 Jul 2009; NGO_Actors
ROBERT_BERZOK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
ROLLS_ROYCE_GROUP_	[MNCGBR] ;MleH 07 Aug 2009; NGO_Actors
R_BERZOK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
R_S_BUTOLA_	[MNCIND] ;MleH 24 Jul 2009; NGO_Actors
SANDLINE_	[MNCUAF]; American mercenary corporation; NGO_Actors
STEVEDORING_SERVICES_	[MNCLAB]; Cargo handling; NGO_Actors
T._FAILLA_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
TEXACO_	[MNC]; Oil; NGO_Actors
TOM_FAILLA_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
TOYOTA_	[MNCJPN] ;ELH 13 Jul 2009, ed. MleH; NGO_Actors
T_FAILLA_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
UNION_CARBIDE_	[MNCUSA]; primarily chemical processes and manufacture; NGO_Actors
UNION_TEXAS_	[MNC]; Oil; NGO_Actors
UNITED_MERIDIAN_CORPORATION_	[MNC]; NGO_Actors
UNOCAL_	[MNC]; Oil; NGO_Actors
USA_GLOBAL_LINK_	[MNC]; Telecom; NGO_Actors
VIDEOCON_INDUSTRIES_	[MNCIND] ;MleH 06 Jul 2009; NGO_Actors
VODAFONE_	[MNCGBRMED]; NGO_Actors
ABN_AMRO_	[NLDGOVBUS >081004][MNCNLD]	; recoded from SAE files
CSS_INDUSTRIES_INC_	[MNCUSA]	; Consumer: Greeting Cards	$156,000,000
CSX_CORPORATION_	[MNCUSA]	; Railroads	$20,000,000,000
CTC_MEDIA_INC_	[MNCRUS]	; Broadcasting	$3,000,000,000
CTRIP.COM_	[MNCCHN]	; Business Services	$5,000,000,000
CTS_CORPORATION_	[MNCUSA]	; Electrical Products	$299,000,000
CUBIC_CORPORATION_	[MNCUSA]	; Industrial Machinery/Components	$1,000,000,000
CUBIC_ENERGY_INC_	[MNCUSA]	; Oil & Gas Production	$64,000,000
CUBIST_PHARMACEUTICALS_INC_	[MNCUSAHLH]	; Major Pharmaceuticals	$1,000,000,000
CULLEN/FROST_BANKERS_INC_	[MNCUSA]	; Major Banks	$3,000,000,000
CULP_INC_	[MNCUSA]	; Textiles	$120,000,000
CUMBERLAND_PHARMACEUTICALS_INC_	[MNCUSAHLH]	; Major Pharmaceuticals	$102,000,000
CUMMINS_INC_	[MNCUSA]	; Industrial Machinery/Components	$16,000,000,000
CUMULUS_MEDIA_INC_	[MNCUSA]	; Broadcasting	$90,000,000
CURIS_INC_	[MNCUSA]	; Biotechnology: Biological Products (No Diagnostic Substances)	$99,000,000
CURTISS_WRIGHT_CORP_	[MNCUSA]	; Industrial Machinery/Components	$1,000,000,000
CUTERA_INC_	[MNCUSA]	; Biotechnology: Electromedical & Electrotherapeutic Apparatus	$100,000,000
CVB_FINANCIAL_CORPORATION_	[MNCUSA]	; Major Banks	$773,000,000
CVR_ENERGY_INC_	[MNC]	; Integrated oil Companies	$672,000,000
CVS_CORPORATION_	[MNCUSAHLH]	; Medical/Nursing Services	$38,000,000,000
CYBERDEFENDER_CORPORATION_	[MNCUSA]	; Computer Software: Prepackaged Software	$97,000,000
CYBERONICS_INC_	[MNCUSA]	; Biotechnology: Electromedical & Electrotherapeutic Apparatus	$624,000,000
CYBEROPTICS_CORPORATION_	[MNCUSA]	; Electronic Components	$62,000,000
CYMER_INC_	[MNCUSA]	; Industrial Machinery/Components	$964,000,000
CYNOSURE_INC_	[MNCUSA]	; Biotechnology: Electromedical & Electrotherapeutic Apparatus	$95,000,000
CYPRESS_BIOSCIENCE_INC_	[MNCUSA]	; Biotechnology: Biological Products (No Diagnostic Substances)	$129,000,000
CYPRESS_SEMICONDUCTOR_CORPORATION_	[MNCUSA]	; Semiconductors	$1,000,000,000
CYPRESS_SHARPRIDGE_INVESTMENTS_	[MNC]	;Real Estate Investment Trusts	$408,000,000
CYTEC_INDUSTRIES_INC_	[MNCUSA]	; Major Chemicals	$2,000,000,000
CYTOKINETICS_INCORPORATED_	[MNCUSAHLH]	; Major Pharmaceuticals	$148,000,000
CYTORI_THERAPEUTICS_	[MNCUSAHLH]	; Medical/Dental Instruments	$216,000,000
CYTRX_CORPORATION_	[MNCUSA]	; Biotechnology: Biological Products (No Diagnostic Substances)	$77,000,000
D._MEDICAL_INDUSTRIES_	[MNCISRHLH]	; Medical/Dental Instruments	$47,000,000
D.R._HORTON_INC_	[MNCUSA]	; Homebuilding	$3,000,000,000
DAILY_JOURNAL_CORP_	[MNCUSAMED]	; Newspapers/Magazines	$95,000,000
DAKTRONICS_INC_	[MNCUSA]	; Miscellaneous manufacturing industries	$407,000,000
DANA_HOLDING_CORPORATION_	[MNC]	;Auto Parts:O.E.M.	$1,000,000,000
DANAHER_CORPORATION_	[MNCUSA]	; Industrial Machinery/Components	$25,000,000,000
DANAOS_CORPORATION_	[MNC]	;Marine Transportation	$212,000,000
DANVERS_BANCORP_	[MNCUSA]	; Savings Institutions	$331,000,000
DARDEN_RESTAURANTS_	[MNCUSA]	; Restaurants	$6,000,000,000
DARLING_INTERNATIONAL_INC_	[MNCUSA]	; Packaged Foods	$658,000,000
DAVITA_INC_	[MNCUSA]	; Hospital/Nursing Management	$6,000,000,000
DAWSON_GEOPHYSICAL_COMPANY_	[MNCUSA]	; Oil & Gas Production	$194,000,000
DCP_MIDSTREAM_PARTNERS_	[MNC]	; Natural Gas Distribution	$1,000,000,000
DCT_INDUSTRIAL_TRUST_	[MNC]	;Real Estate Investment Trusts	$1,000,000,000
DDI_CORP_	[MNCUSA]	; Electrical Products	$170,000,000
DEALERTRACK_HOLDINGS_	[MNCUSA]	; EDP Services	$654,000,000
DEAN_FOODS_COMPANY_	[MNCUSA]	; Specialty Foods	$2,000,000,000
DECKERS_OUTDOOR_CORPORATION_	[MNCUSA]	; Shoe Manufacturing	$1,000,000,000
DEER_CONSUMER_PRODUCTS_	[MNCCHN]	; Home Furnishings	$277,000,000
DEERE_&_COMPANY_	[MNCUSA]	; Industrial Machinery/Components	$29,000,000,000
DEERFIELD_CAPITAL_CORP_	[MNCUSA]	; Finance: Consumer Services	$61,000,000
DEHAIER_MEDICAL_SYSTEMS_	[MNCCHNHLH]	; Medical/Dental Instruments	$17,000,000
DEJOUR_ENTERPRISES_	[MNCCAN]	; Mining & Quarrying of Nonmetallic Minerals (No Fuels)	$29,000,000
DEL_MONTE_FOODS_	[MNCUSA]	; Packaged Foods	$2,000,000,000
DELAWARE_ENHANCED_GLOBAL_DIVIDEND_	[MNCUSA]	;n/a	$155,000,000
DELCATH_SYSTEMS_INC_	[MNCUSAHLH]	; Medical/Dental Instruments	$235,000,000
DELEK_US_HOLDINGS_	[MNC]	; Automotive Aftermarket	$386,000,000
DELL_INC_	[MNCUSA]	; Computer Manufacturing	$24,000,000,000
DELPHI_FINANCIAL_GROUP_	[MNCUSA]	; Life Insurance	$1,000,000,000
DELTA_AIR_LINES_	[MNCUSA]	; Air Freight/Delivery Services	$8,000,000,000
DELTA_APPAREL,_INC_	[MNCUSA]	; Apparel	$119,000,000
DELTA_NATURAL_GAS_COMPANY_	[MNCUSA]	; Oil & Gas Production	$96,000,000
DELTA_PETROLEUM_CORPORATION_	[MNCUSA]	; Oil & Gas Production	$196,000,000
DELTEK_INC_	[MNCUSA]	; EDP Services	$517,000,000
DELTIC_TIMBER_CORPORATION_	[MNCUSA]	; Forest Products	$548,000,000
DELUXE_CORPORATION_	[MNCUSAMED]	; Publishing	$946,000,000
DEMANDTEC_INC_	[MNCUSA]	; Computer Software: Prepackaged Software	$232,000,000
DENBURY_RESOURCES_INC_	[MNCUSA]	; Oil & Gas Production	$6,000,000,000
DENDREON_CORPORATION_	[MNCUSAHLH]	; Major Pharmaceuticals	$5,000,000,000
DENNY'S_CORPORATION_	[MNCUSA]	; Restaurants	$289,000,000
DENTSPLY_INTERNATIONAL_INC_	[MNCUSAHLH]	; Medical/Dental Instruments	$4,000,000,000
DEPOMED_INC_	[MNCUSAHLH]	; Major Pharmaceuticals	$202,000,000
DESARROLLADORA_HOMEX_	[MNC]	;Homebuilding	$952,000,000
DESCARTES_SYSTEMS_GROUP_	[MNCCAN]	; Computer Software: Prepackaged Software	$362,000,000
DESTINATION_MATERNITY_CORPORATION_	[MNCUSA]	; Clothing/Shoe/Accessory Stores	$181,000,000
DESWELL_INDUSTRIES,_INC_	[MNCCHN]	; act. Macau - Plastic Products	$53,000,000
DEUTSCHE_BANK_	[MNCDEU]	; Major Banks	$40,000,000,000
DEVELOPERS_DIVERSIFIED_REALTY_CORPORATION_	[MNCUSA]	; Real Estate Investment Trusts	$2,000,000,000
DEVON_ENERGY_CORPORATION_	[MNCUSA]	; Oil & Gas Production	$27,000,000,000
DEVRY_INC_	[MNCUSA]	; Other Consumer Services	$2,000,000,000
DEX_ONE_CORPORATION_	[MNC]	;Advertising	$487,000,000
DEXCOM_INC_	[MNCUSAHLH]	; Medical/Dental Instruments	$759,000,000
DEXIA_	[MNCBEL]	; converted from SAE files
DG_FASTCHANNEL_INC_	[MNCUSA]	; Business Services	$466,000,000
DHT_HOLDINGS_	[MNCGBR]	; Marine Transportation	$194,000,000
DIAGEO_PLC_	[MNCGBR]	; Beverages (Production/Distribution)	$9,000,000,000
DIAMOND_FOODS_	[MNCUSA]	; Packaged Foods	$882,000,000
DIAMOND_HILL_INVESTMENT_GROUP_	[MNCUSA]	; Investment Managers	$154,000,000
DIAMOND_MANAGEMENT_&_TECHNOLOGY_CONSULTANTS_	[MNCUSA]	; Professional Services	$342,000,000
DIAMOND_OFFSHORE_DRILLING_	[MNCUSA]	; Oil & Gas Production	$8,000,000,000
DIAMONDROCK_HOSPITALITY_COMPANY_	[MNC]	;Real Estate Investment Trusts	$1,000,000,000
DIANA_SHIPPING_INC_	[MNC]	; Marine Transportation	$1,000,000,000
DICE_HOLDINGS_INC_	[MNC]	; Business Services	$459,000,000
DICK'S_SPORTING_GOODS_	[MNCUSA]	; Other Specialty Stores	$2,000,000,000
DIEBOLD_INC_	[MNCUSA]	; Office Equipment/Supplies/Services	$1,000,000,000
DIGI_INTERNATIONAL_	[MNCUSA]	; Computer Communications Equipment	$197,000,000
DIGIMARC_CORP_	[MNCUSA]	; EDP Services	$158,000,000
DIGITAL_REALTY_TRUST_	[MNC]	; Real Estate Investment Trusts	$5,000,000,000
DIGITAL_RIVER_INC_	[MNCUSA]	; Retail: Computer Software & Peripheral Equipment	$1,000,000,000
DIGITALGLOBE_	[MNCMED]	; Telecommunications Equipment	$1,000,000,000
DILLARD'S_INC_	[MNCUSA]	; Department/Specialty Retail Stores	$1,000,000,000
DIME_COMMUNITY_BANCSHARES_	[MNCUSA]	; Savings Institutions	$441,000,000
DINEEQUITY_INC_	[MNCUSA]	; Multi-Sector Companies	$695,000,000
DIODES_INCORPORATED_	[MNCUSA]	; Semiconductors	$689,000,000
DIONEX_CORPORATION_	[MNCUSA]	; Industrial Machinery/Components	$1,000,000,000
DIRECTV_	[MNCUSAMED]	; Telecommunications Equipment	$34,000,000,000
DISCOVER_FINANCIAL_SERVICES_	[MNCUSA]	; Finance: Consumer Services	$8,000,000,000
DISCOVERY_COMMUNICATIONS_INC_	[MNCUSAMED]	; Television Services	$5,000,000,000
DISH_NETWORK_CORP_	[MNCUSAMED]	; Television Services	$3,000,000,000
DISNEY_	[MNCUSA]	; Services-Misc. Amusement & Recreation	$66,000,000,000
DIVX_INC_	[MNCUSA]	; EDP Services	$268,000,000
DOCUMENT_SECURITY_SYSTEMS_	[MNCUSA]	; EDP Services	$64,000,000
DOLAN_COMPANY_	[MNCUSA]	; Business Services	$293,000,000
DOLBY_LABORATORIES_	[MNCMED]	;Radio And Television Broadcasting And Communications Equipment	$3,000,000,000
DOLE_FOOD_COMPANY_	[MNCAGR]	; Farming/Seeds/Milling	$816,000,000
DOLLAR_FINANCIAL_CORP_	[MNCUSA]	; Investment Bankers/Brokers/Service	$486,000,000
DOLLAR_GENERAL_CORP_	[MNCUSA]	; Department/Specialty Retail Stores	$9,000,000,000
DOLLAR_THRIFTY_AUTOMOTIVE_GROUP_	[MNCUSA]	; Rental/Leasing Companies	$1,000,000,000
DOLLAR_TREE_INC_	[MNCUSA]	; Department/Specialty Retail Stores	$5,000,000,000
DOMINION_RESOURCES_INC_	[MNCUSA]	; Electric Utilities: Central	$25,000,000,000
DOMINO'S_PIZZA_	[MNC]	; Food Distributors	$818,000,000
DOMTAR_CORPORATION_	[MNCCAN]	; Paper	$2,000,000,000
DONALDSON_COMPANY_	[MNCUSA]	; Pollution Control Equipment	$3,000,000,000
DONEGAL_GROUP_	[MNCUSA]	; Property-Casualty Insurers	$225,000,000
DORAL_FINANCIAL_	[MNCPRI]	; Commercial Banks	$158,000,000
DORCHESTER_MINERALS_L.P.	[MNCUSA]	; Oil & Gas Production	$737,000,000
DORMAN_PRODUCTS_INC_	[MNCUSA]	; Auto Parts:O.E.M.	$447,000,000
DOT_HILL_SYSTEMS_CORP_	[MNCUSA]	; Electronic Components	$75,000,000
DOUGLAS_DYNAMICS_	[MNC]	; Construction/Ag Equipment/Trucks	$263,000,000
DOUGLAS_EMMETT_	[MNC]	; Real Estate Investment Trusts	$2,000,000,000
DOVER_CORPORATION_	[MNCUSA]	; Industrial Machinery/Components	$9,000,000,000
DOW_30_PREMIUM_	[MNC]	;n/a	$268,000,000
DOW_CHEMICAL_COMPANY_	[MNCUSA]	; Major Chemicals	$30,000,000,000
DPL_INC_	[MNCUSA]	; Power Generation	$3,000,000,000
DR._REDDY'S_LABORATORIES_	[MNCINDHLH]	; Major Pharmaceuticals	$944,000,000
DR_PEPPER_SNAPPLE_	[MNCUSA]	; Beverages (Production/Distribution)	$9,000,000,000
DRAGONWAVE_	[MNCCANMED]	; Telecommunications Equipment	$240,000,000
DRDGOLD_LIMITED_	[MNCZAF]	; Precious Metals	$157,000,000
DREAMS_INC_	[MNCUSA]	; Recreational Products/Toys	$66,000,000
DREAMWORKS_ANIMATION_	[MNCUSAMED]	; Movies/Entertainment	$2,000,000,000
DRESDNER_BANK_	[MNCDEU]	; recoded from SAE files
DRESS_BARN_INC_	[MNCUSA]	; Clothing/Shoe/Accessory Stores	$1,000,000,000
DRESSER-RAND_GROUP_	[MNC]	; Industrial Machinery/Components	$3,000,000,000
DREW_INDUSTRIES_INCORPORATED_	[MNCUSA]	; Auto Parts:O.E.M.	$460,000,000
DREYFUS_MUNICIPAL_INCOME_	[MNCUSA]	; n/a	$197,000,000
DREYFUS_STRATEGIC_MUNICIPALS_	[MNCUSA]	; n/a	$547,000,000
DRIL_QUIP_	[MNCUSA]	; Metal Fabrications	$2,000,000,000
DRUGSTORE.COM_	[MNCUSAHLH]	; Medical/Nursing Services	$166,000,000
DRYSHIPS_INC_	[MNCGRC]	; Marine Transportation	$1,000,000,000
DSP_GROUP_INC_	[MNCUSA]	; Semiconductors	$160,000,000
DST_SYSTEMS_INC_	[MNCUSA]	; EDP Services	$1,000,000,000
DTE_ENERGY_COMPANY_	[MNCUSA]	; Electric Utilities: Central	$8,000,000,000
DTS_INC_	[MNCUSA]	; Consumer Electronics/Appliances	$645,000,000
DUCOMMUN_INCORPORATED_	[MNCUSA]	; Military/Government/Technical	$219,000,000
DUFF_&_PHELPS_	[MNC]	; Finance: Consumer Services	$2,000,000,000
DUKE_ENERGY_CORP_	[MNCUSA]	; Power Generation	$22,000,000,000
DUKE_REALTY_CORP_	[MNCUSA]	; Real Estate Investment Trusts	$3,000,000,000
DUN_&_BRADSTREET_CORP_	[MNCUSA]	; Finance: Consumer Services	$3,000,000,000
DUNCAN_ENERGY_PARTNERS_	[MNC]	; Natural Gas Distribution	$1,000,000,000
DUOYUAN_GLOBAL_WATER_	[MNCCHN]	;Industrial Machinery/Components	$219,000,000
DUOYUAN_PRINTING_	[MNCCN]	; Industrial Machinery/Components	$227,000,000
DUPONT_FABROS_	[MNC]	; Real Estate	$1,000,000,000
DURECT_CORPORATION_	[MNCUSAHLH]	; Major Pharmaceuticals	$190,000,000
DWS_DREMAN_	[MNC]	; n/a	$344,000,000
DWS_RREEF_WORLD_ESTATE_FUND_	[MNC]	; n/a	$95,000,000
DWS_SCUDDER_	[MNCDEU]	; n/a	$1,000,000,000 	(much bigger)
DXP_ENTERPRISES_INC_	[MNCUSA]	; Industrial Machinery/Components	$267,000,000
DYAX_CORP_	[MNCUSA]	; Biotechnology: Commercial Physical & Biological Resarch	$229,000,000
DYCOM_INDUSTRIES_INC_	[MNCUSA]	; Water Supply	$331,000,000
DYNAMEX_INC_	[MNCUSA]	; Trucking Freight/Courier Services	$125,000,000
DYNAMIC_MATERIALS_CORPORATION_	[MNCUSA]	; Industrial Specialties	$195,000,000
DYNAMICS_RESEARCH_CORPORATION_	[MNCUSA]	; EDP Services	$99,000,000
DYNAVAX_TECHNOLOGIES_CORP_	[MNCUSAHLH]	; Major Pharmaceuticals	$147,000,000
DYNAVOX_	[MNCUSA]	; EDP Services	$87,000,000
DYNEGY_INC_	[MNCUSA]	; Electric Utilities: Central	$607,000,000
DYNEX_CAPITAL_INC_	[MNCUSA]	; Real Estate Investment Trusts	$187,000,000
DZ_BANK_	[MNCDEU]	; recoded from SAE files
E*TRADE_FINANCIAL_CORP_	[MNCUSA]	; Savings Institutions	$3,000,000,000
E.I._DU_PONT_DE_NEMOURS_	[MNCUSA]	; Major Chemicals	$38,000,000,000
E.W._SCRIPPS_COMPANY_	[MNCUSAMED]	; Newspapers/Magazines	$346,000,000
EAGLE_BANCORP_INC_	[MNCUSA]	; Major Banks	$233,000,000
EAGLE_BULK_SHIPPING_INC_	[MNCUSA]	; Marine Transportation	$315,000,000
EAGLE_MATERIALS_INC_	[MNCUSA]	; Building Materials	$1,000,000,000
EAGLE_ROCK_ENERGY_PARTNERS_	[MNCUSA]	; Oil & Gas Production	$525,000,000
EARTHLINK_INC_	[MNCUSA]	; Computer Software: Programming, Data Processing	$934,000,000
EAST_WEST_BANCORP_	[MNCUSA]	; Major Banks	$2,000,000,000
EASTERN_INSURANCE_HOLDINGS_	[MNCUSA]	; Property-Casualty Insurers	$96,000,000
EASTGROUP_PROPERTIES_	[MNCUSA]	; Real Estate Investment Trusts	$1,000,000,000
EASTMAN_CHEMICAL_CO_	[MNCUSA]	; Major Chemicals	$4,000,000,000
EASTMAN_KODAK_CO_	[MNCUSA]	; Industrial Machinery/Components	$1,000,000,000
EASYLINK_SERVICES_INTERNATIONAL_CORP_	[MNCUSA]	; EDP Services	$71,000,000
EATON_CORPORATION_	[MNCUSA]	; Industrial Machinery/Components	$12,000,000,000
EATON_VANCE_	[MNCUSA]	; Investment Managers	$3,000,000,000
EBAY_INC_	[MNCUSA]	; Business Services	$31,000,000,000
EBIX_INC_	[MNCUSA]	; EDP Services	$652,000,000
ECHELON_CORPORATION_	[MNCUSA]	; Computer Communications Equipment	$343,000,000
ECHO_GLOBAL_LOGISTICS_	[MNCUSA]	; Oil Refining/Marketing	$280,000,000
ECHOSTAR_CORPORATION_	[MNCUSA]	; Radio And Television Broadcasting And Communications Equipment	$738,000,000
ECOLAB_INC_	[MNCUSA]	; Package Goods/Cosmetics	$11,000,000,000
ECOPETROL_S.A.	[MNC]	; Oil & Gas Production	$187,000,000
EDAP_TMS_	[MNCFRAHLH]	; Biotechnology: Electromedical & Electrotherapeutic Apparatus	$24,000,000
EDISON_INTERNATIONAL_	[MNCUSA]	; Electric Utilities: Central	$11,000,000,000
EDUCATION_MANAGEMENT_CORPORATION_	[MNCUSA]	; Other Consumer Services	$1,000,000,000
EDUCATION_REALTY_TRUST_	[MNC]	; Real Estate Investment Trusts	$427,000,000
EDWARDS_LIFESCIENCES_CORP_	[MNCUSA]	; Industrial Specialties	$6,000,000,000
EFUTURE_INFORMATION_TECHNOLOGY_	[MNCCHN]	; EDP Services	$18,000,000
EHEALTH_INC_	[MNCUSA]	; Specialty Insurers	$261,000,000
E-HOUSE_(CHINA)_HOLDINGS_LIMITED_	[MNCCHN]	; Real Estate	$980,000,000
EINSTEIN_NOAH_RESTAURANT_GROUP_	[MNCUSA]	; Restaurants	$170,000,000
EL_PASO_CORPORATION_	[MNCUSA]	; Natural Gas Distribution	$8,000,000,000
EL_PASO_ELECTRIC_CO_	[MNCUSA]	; Electric Utilities: Central	$1,000,000,000
EL_PASO_PIPELINE_PARTNERS_LP_	[MNC]	;Natural Gas Distribution	$4,000,000,000
ELAN_CORPORATION_	[MNCIRLHLH]	; Major Pharmaceuticals	$1,000,000,000
ELBIT_IMAGING_	[MNCISR]	; Building operators	$341,000,000
ELBIT_SYSTEMS_	[MNCISR]	; Military/Government/Technical	$2,000,000,000
ELDORADO_GOLD_CORP_	[MNCCAN]	; Precious Metals	$10,000,000,000
ELECTRO_RENT_CORPORATION_	[MNCUSA]	; Diversified Commercial Services	$298,000,000
ELECTRO_SCIENTIFIC_INDUSTRIES_	[MNCUSA]	; Industrial Machinery/Components	$315,000,000
ELECTRONIC_ARTS_INC_	[MNCUSA]	; Computer Software: Prepackaged Software	$5,000,000,000
ELECTRONICS_FOR_IMAGING_INC_	[MNCUSA]	; Computer Communications Equipment	$507,000,000
ELI_LILLY_	[MNCUSAHLH]	; Major Pharmaceuticals	$39,000,000,000
ELIZABETH_ARDEN_	[MNCUSA]	; Package Goods/Cosmetics	$500,000,000
ELLSWORTH_CONVERTIBLE_GROWTH_AND_INCOME_FUND_	[MNCUSA]	; n/a	$91,000,000
ELONG_INC_	[MNCCHN]	; Transportation Services	$161,000,000
ELOYALTY_CORPORATION_	[MNCUSA]	; Professional Services	$88,000,000
ELTEK_LTD_	[MNCISR]	; Electrical Products	$6,000,000
EMBOTELLADORA_ANDINA_	[MNCCHL]	; Beverages (Production/Distribution)	$297,000,000
EMBRAER_	[MNCBRA]	; Aerospace	$2,000,000,000
EMC_CORPORATION_	[MNCUSA]	; Electronic Components	$40,000,000,000
EMC_INSURANCE_GROUP_	[MNCUSA]	; Property-Casualty Insurers	$269,000,000
EMCOR_GROUP_INC_	[MNCUSA]	; Engineering & Construction	$1,000,000,000
EMCORE_CORPORATION_	[MNCUSA]	; Semiconductors	$71,000,000
EMDEON_INC_	[MNC]	;Business Services	$954,000,000
EMERGENCY_MEDICAL_SERVICES_CORPORATION_	[MNCHLH]	;Other Transportation	$1,000,000,000
EMERGENT_BIOSOLUTIONS_INC_	[MNCHLH]	; Major Pharmaceuticals	$592,000,000
EMERITUS_CORPORATION_	[MNCUSAHLH]	; Hospital/Nursing Management	$670,000,000
EMERSON_ELECTRIC_COMPANY_	[MNCUSA]	; Consumer Electronics/Appliances	$37,000,000,000
EMERSON_RADIO_CORPORATION_	[MNCUSA]	; Consumer Electronics/Appliances	$67,000,000
EMPIRE_DISTRICT_ELECTRIC_CO_	[MNCUSA]	; Electric Utilities: Central	$822,000,000
EMPIRE_RESORTS_INC_	[MNCUSA]	; Restaurants	$63,000,000
EMPLOYERS_HOLDINGS_INC_	[MNC]	;Property-Casualty Insurers	$637,000,000
EMPRESA_NACIONAL_DE_ELECTRICIDAD_	[MNC]	; Electric Utilities: Central	$585,000,000
EMPRESAS_ICA_SOC_CONTRLADORA_	[MNCMEX]	; Military/Government/Technical	$143,000,000
EMS_TECHNOLOGIES_INC_	[MNCUSA]	; Radio And Television Broadcasting And Communications Equipment	$238,000,000
EMULEX_CORPORATION_	[MNCUSA]	; Computer Communications Equipment	$834,000,000
ENBRIDGE_ENERGY_	[MNCUSA]	; Natural Gas Distribution	$5,000,000,000
ENBRIDGE_INC_	[MNCCAN]	; Natural Gas Distribution	$19,000,000,000
ENCANA_	[MNCCAN]	; Oil & Gas Production	$21,000,000,000
ENCORE_BANCSHARES_	[MNCUSA]	; Major Banks	$77,000,000
ENCORE_CAPITAL_GROUP_	[MNCUSA]	; Finance Companies	$483,000,000
ENCORE_ENERGY_PARTNERS_	[MNC]	;Oil & Gas Production	$837,000,000
ENCORE_WIRE_CORP_	[MNCUSA]	; Metal Fabrications	$446,000,000
ENDEAVOR_INTERNATIONAL_CORP_	[MNCUSA]	; Oil & Gas Production	$203,000,000
ENDEAVOUR_SILVER_CORP_	[MNC]	;Precious Metals	$235,000,000
ENDO_PHARMACEUTICALS_HOLDINGS_	[MNCUSAHLH]	; Major Pharmaceuticals	$3,000,000,000
ENDOLOGIX_INC_	[MNCUSAHLH]	; Medical/Dental Instruments	$214,000,000
ENDURANCE_SPECIALTY_HOLDINGS_	[MNC]	;Property-Casualty Insurers	$1,000,000,000
ENER1_INC_	[MNCUSA]	; Industrial Machinery/Components	$469,000,000
ENERGEN_CORPORATION_	[MNCUSA]	; Oil/Gas Transmission	$3,000,000,000
